city,county,state,property_type,price,description
San Fernando,Los Angeles County,CA,SINGLE_FAMILY,702000,"Fall in love with this beautifully updated California ranch home nestled in the quiet tree-lined community of Mission Hills/San Fernando. This home is conveniently located with easy access to shopping, freeways (5, 405, 210, 14), and restaurants. The fully landscaped front yard welcomes you with its charming curb appeal and multiple fruit producing Avocado, Lemon, Guava, and Banana trees. Block walls and wrought iron gate line the perimeter of the property. A brand new HVAC unit keeps the home warm in the winter months and cool during summer months. The open floor plan flows from the livingroom and diningroom to the kitchen that includes charming cabinets, laminate countertops and stainless steel appliances. This home also features a new upgraded electric panel, new paint inside and out, new glazing on the tiles in the bathrooms and a beautiful new roof to put your mind at ease. The backyard includes a large area for plenty of parking with a full two car garage with a new garage door that has the option to be converted into an ADU. Pick some fruit from your trees to share with your guests and enjoy this charming home for many years to come."
Pacoima,Los Angeles County,CA,SINGLE_FAMILY,700000,"Beautiful Home!! Ready to move in, perfect for the first time home buyer. This spacious home has 4 bedroom, 2 bath, 1352 square feet in a quiet  neighborhood of Pacoima with laminated floors, Recessed Lights throughout, nice large Living Room with fireplace, separate dining area, Nice kitchen cabinets, granite counter with Breakfast bar, stainless steel sink, microwave, double panel windows, 2 car Attached garaged with door openers,    fenced, enclosed patio with tile and screen doors, laundry room, central heating. Close to shopping centers and Schools, restaurants and   more."
Chatsworth,Los Angeles County,CA,CONDO,695000,"Price reduced!  This is a great deal. Recent sale of this model that was also an end unit went for $740,000. Resort-like living at picturesque Rockpointe Community Condominiums in Chatsworth. This unit has been rebuilt and completed in 2019 this is the largest model w/over 2100 sqft. This beautiful end unit features 4 bedrooms & 2.5 Baths. Remodeled kitchen with two-toned shaker cabinetry, stone countertops, and stainless appliances and sink. Formal dining open to living room which boasts vaulted ceilings &  a stacked-stone fireplace . Large family room adjacent to kitchen overlooking spacious patio. The master bedroom is massive & has a huge walk-in closet. The private master bath features a large shower, dual vanity with stone countertops & tile floors. All 3 of the other bedrooms upstairs are spacious and share the hallway bath with tub/shower combination and shaker cabinets. Some of the upgrades/updates in 2019 include new laminate floors, dual pane windows, electrical, plumbing, kitchen, bathrooms, drywall and paint throughout. Newer heating and air-conditioning system as well. Sited amidst sprawling, green grass, winding paths and mature trees and nestled between two beautiful parks that feature hiking and equestrian trails at the trail head of the Santa Susana Pass Historic Park. There are four pools that are perfectly spaced to make them convenient for all residents. Fifty-four of Rockpointe’s ninety acres make up the community’s common area making this a Low Density Community."
Los Angeles,Los Angeles County,CA,CONDO,705000,"Grab yourself a piece of L.A history with this mid-century Echo Park condo! Designed by modernist architect Allyn E. Morris in 1973, the Lago Vista complex is located next to Echo Park Lake, and close to DTLA. Ideally positioned within the complex, the unit offers 2 bedrooms + DEN, perfect for an intimate music studio or home office.  The open concept kitchen and living room opens to a huge private balcony, offering an abundance of space for yoga, meditation and hosting friends. Hardwood flooring throughout. The private gated building features a heated pool, a private dog run, and 2 assigned parking spaces. The best of Echo Park and Silver Lake is just outside your door including Mohawk Bend, Elf, Button Mash, Echoplex, and the Friday night farmer's market."
Los Angeles,Los Angeles County,CA,CONDO,702000,"Delightfully bright and modern MAR VISTA condo located walking distance to the NEW planned, up & coming Culver Public Market. This Wonderful condo has a large master bedroom and bathroom suite with a huge walk-in closet. The additional bedroom overlooks  a private patio area. The open living room/kitchen is the perfect place to unwind as natural light pours in through the back sliding glass doors that provide access to the outdoor patio. The gourmet remodeled kitchen with breakfast bar opens up to an expansive dining area. This quiet corner unit also features a smart NEST thermostat & smart voice- controlled lights. The condo has two tandem parking spaces with it's own electric charging station & storage area. Walking & biking distance to trendy shopping, cafes, bistros ,ice cream shops, the Sunday farmer's Market and the beach, truly make's this unique property a Westside Best Buy!"
Los Angeles,Los Angeles County,CA,CONDO,695000,"Rediscover Downtown Los Angeles' iconic address for premier high-rise living. Featuring innovative, contemporary architecture by the award-winning Gensler, residences at Metropolis maximize light, air and views, with floor-to-ceiling windows framing panoramic vistas of the Los Angeles skyline and Hollywood Hills beyond. Soaring ceilings rise above versatile, open floor plans, while highly curated modern detail and refined finishes enhance the living experience from within. This home in the sky features are expansive great rooms, gracious master bedroom suites, walk-in closets and seamless, chef-caliber kitchens. Elevated resident-only amenities include over 1.7acres of indoor and outdoor amenities, from a heated outdoor pool and hot tub, billiards room and clubhouse, world-class fitness center with cycle/yoga room, business center, conference room, media room and more."
Reseda,Los Angeles County,CA,SINGLE_FAMILY,700000,Welcome to this Reseda home. Very well maintained and ready for a new family. Bring your creative thoughts and turn this home into your dream home. This house has potential don't miss out on the opportunity. It offers three spacious bedrooms and two bathrooms. You can possibly turn the garage into an ADU for additional income. The backyard offers mature trees that give a lot of privacy and shade for those hot summer days. This home will not last
Sunland,Los Angeles County,CA,SINGLE_FAMILY,698000,"Home features 3 bedrooms 1 bath, two car garage, an attached optional office, original hardwood flooring, and beautiful built-in shelving throughout the home. The backyard boast low maintenance landscape with privacy."
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,705000,"Tastefully remodeled corner lot house in the core of Los Angeles, ready for you to move in and call it home. This house features central air and heating for those increasingly hotter summer days and heating for the more frigid winter nights, giving your home a comfortable and cozy atmosphere no matter the weather outside. To ensure the efficiency of your central air and heating, the house is equipped with dual-pane windows to keep the cool air in and the hot air out. New carpet flooring can be found in all the bedrooms on the top floor with high-grade laminated flooring found and the first floor. Spacious two-car garage, to provide ample parking in these crowded LA streets. Home features a private studio located in the rear of the building, equipped with its own kitchen and bathroom. Completely permitted and legal to use as a studio at your choosing. Complete with a spacious backyard, fenced off for your privacy and enjoyment, with alley access for your weekend projects and larger equipment."
Los Angeles,Los Angeles County,CA,TOWNHOUSE,703000,"Amazing Tri-Level ""Parkview Estates"" Townhouse with City Views in desirable Baldwin Hills/View Park Neighborhood! This chic town-home offers an artistic ambiance of style and spaciously designed rooms throughout...Enter stunning step down living room with beautiful soaring two-story ceilings, wood-log burning fireplace and opens to large outdoor patio. Step-up to the formal dining room + breakfast counter, updated kitchen and .75 bath. The romantic master retreat includes startling city views, fireplace, walk-in closet and dual sinks in full private bathroom. Large downstairs' 2nd bedroom includes deep wall to wall closet, plus a convertible family/office/guest (3rd) bedroom with closet. This stylish townhouse is equipped with central heat & air, side by side laundry area in attached oversized two car garage, private patio, pool and many other attractive features! All in highly sought-after location which includes: 3 walk-to parks, nearby metro, freeway, post office, public trans, restaurants, schools, shopping & more. Truly an ideal unit for entertaining and safely enjoying today's contemporary lifestyle! FACE MASKS ARE REQUIRED, Thank you!"
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,700000,"This classic 1929 Spanish-style home has been beautifully remodeled, and offers style, charm and character. The welcoming front door opens to a grand living room with a wood burning fireplace, high open-beam ceiling and several windows with top-down/bottom-up shades offering plenty of natural light. The home features a spacious open dining area and custom gourmet kitchen with white cabinets, soft-close drawers, quartz countertops, subway tile backsplash, ample cupboard space and a large center island with cooktop. This lovely residence offers 1,512 square feet of living space with three spacious bedrooms and one nicely updated full bathroom offering a vanity with quartz countertop and tile floor. Other amenities include a security system, high ceilings, recessed lighting, a mini-split air and heat system, dual pane windows, custom blackout shades in one bedroom, newer interior and exterior doors with period-inspired hardware, newer interior and exterior paint, newer baseboards, and a newer roof on the house. In addition, the house lights are WiFi ready for a smart-home system. The home sits on a 5,567 square foot lot offering a water-savvy desert front lawn, an enclosed front porch and turf courtyard, newer custom paver patio and driveway with ample parking, an inviting gazebo and a fun turf play area. The 2-car detached garage has electricity and internet, laundry area with utility sink, and a newer garage door. This home is perfect for comfortable living and enjoyable entertaining."
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,685000,"Location, Location, Location !!! Beautiful property located in the city of Los Angeles, this Home features 3 bedrooms 3 bathrooms, two car garage. Newly remodeled open kitchen and cozy living room,  beautiful interior and neutral colors to easily match any décor, bright and airy windows bring in lots of natural light, home sits perfectly in over 4,600+ square foot lot, fully private yard with endless possibilities, Perfect yard for an ADU, entertaining family or guests yet private enough for morning coffee or evening dinners. First time home buyers welcome, come see this opportunity today!"
North Hollywood,Los Angeles County,CA,CONDO,705000,"Upscale Tuscan Architectural building in the heart of Toluca Lake. Gorgeous newly painted one level unit with an open floorplan featuring high ceilings, engineered wood floors, recessed lighting throughout. Living room features a Cozy Gas Fireplace and sliding doors to the exterior. The kitchen features New Stainless Steel appliances (Dishwasher, Stove/Oven, Microwave), Touch Activated Kitchen sink, Granite counters, wood cabinetry, travertine tiles. Whirlpool Washer and Dryer in the in-unit laundry closet are included. The large Master Suite has sliding doors to the patio and a large walk-in closet. The master bathroom features a Jetted Spa Tub and separate Glass Enclosed Shower, dual sink vanity, travertine tiles. The spacious second bedroom has a small walk in closet. The second bathroom features a shower/bathtub combination. Central A/C & Heat w/ NEST Thermostat. Alarm system installed as well as additional security cameras in building. Third level features a roof top patio. Controlled access, gated underground parking, two tandem parking spots. Small storage space in garage. Quick access to Universal, Disney, Warner Bros., NBC, ABC, CBS, KCET studios, restaurants, shopping, Weddington Park, Burbank Airport,  & 101,134,170 freeways."
Woodland Hills,Los Angeles County,CA,TOWNHOUSE,685000,"Welcome home to the vibrant Villa Castilla community located in the heart of Warner Center. A tastefully updated 3 bedroom, 2.5 bathroom tri-level townhouse with a functional open floor plan! Behind the front gate of this highly sought after INTERIOR UNIT is a private and peaceful courtyard with plenty of space for a grill, sitting area & lush greenery. Through the front doors, rich wide plank oak style floors welcome you inside a light filled open concept space featuring a warm living room offering high ceilings, gas fireplace & with easy egress to the PRIVATE PATIO. Up another level you’ll find a magnificent newly remodeled kitchen complete with timeless white shaker cabinets, grey Quartz countertops and high-end stainless appliances. From the kitchen, open views to the dining room and living room prevail. In addition, a conveniently located half bathroom sits at this same level as well as a laundry room, directly off the kitchen. Upstairs you’ll find 3 generously sized bedrooms. The two guest bedrooms share a hall bathroom while the master bedroom features an en-suite bathroom, high ceilings, loads of closet space w/custom cedar lined built-ins as well as the most charming Juliet balcony with views of the community green belt & pool. Additional upgrades include recessed LED lighting, double pane windows, plantation shutters and so much more! Private 2 car garage with direct access into your unit, which also offers built-ins and a spacious storage room built out under the family room. Villa Castilla is a restful retreat from everyday life, offering a sparkling pool, jacuzzi and lovely greenbelt. Conveniently located walking distance to all that Warner Center has to offer, including restaurants, Westfield Topanga Mall & Village, Warner Center Park, 101 freeway access & Amazon Fresh grocery store!"
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,700000,"13556 Dronfield Ave, Sylmar, CA 91342 is a single family home that contains 2,554 sq ft and was built in 1962. It contains 5 bedrooms and 3 bathrooms. This home last sold for $700,000 in October 2021. 
 
The Zestimate for this house is $733,800. The Rent Zestimate for this home is $4,949/mo. "
San Pedro,Los Angeles County,CA,TOWNHOUSE,700000,"Resort like living with 3 bedrooms with 2 1/2 baths in the desirable ""Gardens"" community. Desirable location across from the tennis courts and surrounding lush landscaping. Large master bedroom with walk-in closet and private bathroom.  Home has travertine and hardwood flooring with recessed lighting thru-out the house. Granite top for all bathroom vanities. The spacious two car garage. Beautiful Patio perfect for outdoor entertaining. Community includes Tennis Court, Pool, and beautiful club house. Eastview Park is within walking distance."
Torrance,Los Angeles County,CA,SINGLE_FAMILY,690000,"Nestled on a beautifully maintained street in Torrance, this shingle-style cottage is ready for you to make it your own. A magnificent shade tree takes center stage on an expansive front yard that features a covered entry porch, and a long driveway with ample guest parking that leads to a detached two-car garage. Nearly 8,256 s.f., the homesite offers ample room for future amenities, including a swimming pool and spa. Enjoy the neighborhood view from a bright and open interior that features a large picture window in the living room, a dining room with ceiling fan, and a kitchen with tile countertops, original cabinetry, and an adjacent laundry room. The single-level floorplan measures approximately 899 s.f. and features 2 bedrooms, 1 bath, original refinished hardwood flooring, a new garage door and fresh interior/exterior paint. Conveniently located near the 110 and 405 freeways, a variety of shopping and restaurants, and Redondo and Hermosa Beach minutes away."
Los Angeles,Los Angeles County,CA,CONDO,690000,"Here is a great opportunity to live affordably in Baldwin Hills.  Nestled amongst some of the most affluent homes in South Los Angeles, this beautiful condo located in the Terra Nova Complex has 2 spacious bedrooms, 3 bathrooms and boasts approximately 1,151 square feet of living space. It's bright, modern, and move-in ready. Both bedrooms are located upstairs and have their own bathrooms and tons of closet space. On the first floor you'll find laminate floors, high ceilings and a cozy patio.  The lower level features a two car tandem parking garage, laundry area and tons of storage space.  This condo is a stone's throw to Kenneth Hahn Park, shopping at the Slauson Corridor, and minutes away from LAX, 405 and 10 freeways. It's a must see!"
Los Angeles,Los Angeles County,CA,TOWNHOUSE,690000,"You can't find a better location with access to public transit and freeways. Beautiful Kenneth Hahn Park and trails are walking distance.

Tenant responsible for all utilities. No pets or smoking inside unit. Tenants must comply with HOA CC&RS and policies."
Harbor City,Los Angeles County,CA,SINGLE_FAMILY,705000,"Opportunity is knocking , Nice sub-area of Harbor City on a cul-de-sac.  Nice layout with the Kitchen opening into the family room.  Three bedrooms upstairs and two bathrooms. The master bedroom has plenty of closet space and a en suite. Walk up to your double doors that open to the living room and dining area. On the other side of the stairway is a family room and 1/2 bath room.  You have an attached two car garage and two side yards plus backyard.   The family room opens to the backyard prefect for entertaining. Home is in need of repairs ."
Los Angeles,Los Angeles County,CA,CONDO,695000,"Welcome to the summit on 6th in Koreatown! One of the units in the well known and sought after ""Summit on 6th"" Condo. The Summit on 6th is a prestigious building in a thriving neighborhood minutes away from Downtown LA, Beverly Hills, and Hollywood. This modern and inviting unit has an open concept living, hotel like extra hallways, perfect for ""Work From Home"" in its large, spacious, and high ceiling areas with floor to ceiling windows. This signature residence offers hardwood floor, Granite kitchen with island and fully occupied stainless appliances. Luxurious master suite comes with a walk-in closet and a master bathroom, and there is a 2nd Bedroom or office with a full bath. Title shows 1bed with office room(no closet). Facing to South view. You can enjoy luxury amenities such as a virtual screen golf system, dry & steam saunas, 24-hr fitness, 24-hr concierge, 24-hr security, on-site management, and much more."
Panorama City,Los Angeles County,CA,SINGLE_FAMILY,685000,"Opportunity to live in or rent the main house and convert detached 2-car garage + bonus room into ADU. The main house has 3 bedrooms plus a large bonus room, which could be converted into a 4th bedroom. Home was used as a rental property. Dual paned windows, laminate flooring, central air & heat, freshly painted, fenced backyard. Large 2-car garage with attached bonus room."
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,705000,"Have you've been searching for a sizable two story family home competitively priced and ready to make your own?  Look no further and welcome to this grand gem in the heart of Sylmar.  This 1900+ sqft, 4 bedroom, 3 bath, with family room, living room and dining room will be the perfect fit for all large and starting families.   Other amenities include an upgraded A/C unit, fresh interior paint, an ample 2 car attached garage and its very own laundry unit inside the home.  The backyard has various fruit trees and invites a welcoming entertainment area, additional trees and greenery or other expansion opportunities.  The house is in close proximity to its excellent parks that are home to various trails for all those family hiking enthusiast.  Come see it for yourself before it's gone."
Torrance,Los Angeles County,CA,SINGLE_FAMILY,700000,For informational purposes only.  Property sold before hitting the market.
Sunland,Los Angeles County,CA,SINGLE_FAMILY,700000,"Welcome to this move in ready & charming two story home in the heart of Sunland! | Behind the secure & automatic front gate, is a 2 bedroom + 1.5 bathroom home with plenty of outdoor space for all your needs & enjoyment including fruit trees, detached garage converted to a recreation room or home office, extra storage rooms and fish pond | Inside the home you will find a formal entry with laminate floors in the living area leading to the updated kitchen with subway tile backsplash, stainless steel appliances and breakfast bar | There is a guest bathroom with sink & toilet only downstairs along with a remodeled full bathroom upstairs in the hallways between the two bedrooms |  Side by side laundry hookups located just outside in a separate laundry room in the back of the house | Other features include: central air & heat, laminate flooring, updated double pane windows downstairs, recessed lighting, crown molding, ceiling fans in bedrooms & other areas of house, covered patio accessed through French doors in dining area, lots of extra storage areas & cabinets inside, front lawn redone in July 2021  |  Make sure to click on the virtual tour link on this site to preview this property for yourself which includes floor plans of layout."
San Pedro,Los Angeles County,CA,TOWNHOUSE,700000,"Welcome to the highly sought after complex, ""The Gardens"". This stunning and spacious townhome features 3 bedrooms, 2.5 bathrooms and 1,595 sq. ft. of living space. In this floorplan all 3 bedrooms are upstairs with a huge master suite including an en-suite bathroom with vanity area, walk-in closet and additional closet space. The kitchen and dining area lead you to a spacious patio to enjoy indoor-outdoor entertaining with direct garage access for that extra convenience. Enjoy resort style amenities including a pool, tennis courts, beautifully manicured grounds, and close proximity to grocery stores, a variety of restaurants, Westmont Park, freeways and more. Don't miss this opportunity to call this special townhome yours!"
Winnetka,Los Angeles County,CA,SINGLE_FAMILY,700000,"Beautiful upgraded home!  Upon entering, you are greeted with a large family room, remolded kitchen, stainless appliances, recessed lighting and quartzite counter tops.  To the left you will find three bedrooms, all with recessed lighting and the bathroom.  Proceeding through the kitchen will take you to the large enclosed patio which leads to the low maintenance backyard with fruit trees.  The backyard is great for entertaining.  The backyard can be accessed from either side of the house.  The garage has been converted to a sound studio by the previous tenant but can be restored to a functioning garage or an ADU.  You can easily park four to six cars in the front of the house and there is also enough room to park a motor-home or fifth-wheel.  The home has central air and heat!  All offers will be reviewed with the seller.  Buyer to do their own due diligence."
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,701000,"Welcome to your STUNNING, FULLY REMODELED, and TURNKEY 3 bedroom 2 bath home in the highly desirable Sylmar Foothills area! Perfect for a family, or investor looking to add to their portfolio; this home has it all! Complimented with a fully remodeled Kitchen, Bathrooms, Floors, Lighting and Landscaping, be ready to move your furniture in immediately and start living! Some of the new features of the home include, new A/C unit, ducting and furnace installed (2018), Beautiful new patio with stamped concrete (2017), Aqua Pro Reverse Osmosis Water Filtration System (2016), New Maytag dishwasher (2021), and a full RING door security camera system surrounding the home. Also, don't miss the succulent fruit trees that include a mature Lime tree, Apple tree, Apricot tree, Hybrid orange tree and Pomegranate tree. With an over 7,000 Sq. Ft. corner lot that is rich in size, space and privacy, this home has an entertainers backyard that you can't resist. This home was updated with attention to detail in a quiet neighborhood surrounded by the hills with beautiful mountain views, a definite must see. The detached garage has ADU potential (buyer to verify). The home is centrally located with easy access to the 5, 118, and 210 freeways. With 2 gorgeous parks within walking distance this is an amazing opportunity! Act Fast!! This home will NOT last!!!"
Los Angeles,Los Angeles County,CA,APARTMENT,700000,"Welcome to this newly renovated 3 bedroom, 2 bathroom Unit located conveniently between Hollywood and Universal City. This Gated Community offers Tennis courts, Pools, Hiking trails, Community recreation room, and Guest Parking. Inside the unit find 3 spacious bedrooms, 2 newly renovated bathrooms, along with in-unit Laundry machines. 2 assigned parking spaces are also included. Schedule a showing today!"
Los Angeles,Los Angeles County,CA,CONDO,705649,"Spacious 3 bedroom 3 bathroom condo. High celings. Light and bright opened floor plan. Extra Storage in the garage with lots of guest parking. All utilities are included in HOA. Washer and dryer are in the condo. Close to UCLA, Westwood Village, and Beverly Hills.  In the heart of the Wilshire Corridor.  Valet and Concierge. Kitchen and bathrooms are in the process of being remodeled."
Los Angeles,Los Angeles County,CA,CONDO,700000,"Stylishly remodeled 2BD 2BA top floor condo, in dreamy Hollywood Hills, nestled in a picturesque canyon with landscape views of mature trees, in a full amenity security guard gated complex with pool, spa, sundecks, tennis courts, fitness center, sauna, lounge, dog park and access to private hiking trails that overlook Lake Hollywood. Airy, spacious and bright with southwest exposures and beautiful high vaulted ceilings, this unit features new wide plank hardwood flooring and modern lighting throughout. An open concept floorpan makes it feel much larger and seamlessly flows from living room into a new gourmet kitchen, with new stainless steel appliances featuring glamorous Milan white quartz counters with continuous backsplash for an ultra elegant effect. New AC/HVAC, new washer/dryer in unit. Master retreat with ensuite equipped with bidet, huge shower over tub. Bonus loft area outfitted into a fantastical Moroccan hookah lounge. Walk to Hollywood Bowl, near Studio City, Los Feliz and the best of LA's restaurants and shopping. HOA includes: EQ Ins, water, cable TV/ internet. Come take a peek!"
Los Angeles,Los Angeles County,CA,APARTMENT,690800,"A very special and bright single unit with balcony. Freshly painted with new appliances. A brand new large bathroom with separate changing area. Brand new kitchen with high quality Marble counter top. There is one parking space + bike storage rack for this unit. Steps to Tennis court and recreation center. Minutes walking to Target, Trader Joes, and Ralphs. Easy access to freeways.It locates in one of the most desirable areas in the border of Santa Monica and Wes LA . close to Santa Monica college and UCLA.

Owner pays for Water. Renter responsible for electric. Last month's rent due at signing. No smoking allowed."
Los Angeles,Los Angeles County,CA,CONDO,690800,"Location Location Location! A golden rare opportunity for your urban living experience! Let this unit become your hub for everything the West Side has to offer. The condominium comes complete with an updated kitchen that includes soft closing cabinets and new dishwasher, all stainless appliances, new tile flooring for the kitchen and entry, cozy patio off of the master bedroom, and an ideal craftsman built-in desk unit for the work from home or study session. A unique chance to have every resource and amenity easily accessible, but to feel that you are secluded in a peaceful and zen community . From UCLA, to fine Sawtelle dining, Santa Monica beach, Century City, and Brentwood this location cannot be beat. Adjacent to Stoner park with tennis courts, baseball fields, and dog walk. Both the 10 and 405 freeways are only minutes away. Come see your dream West Side condominium home or investment today!"
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,690000,"Please Make a offer  This Is A Big Beautiful Home.BEAUTIFUL 6 BEDROOM 2 BATHROOM Home near downtown LA.  Near USC No need to RENT when you can OWN. Plenty of space for everyone 2 stories with a bonus 'loft' like area upstairs. Home shows as 3 bedroom 1 bath on the title Report, but was renovated in 1990. Perfect for roommates and student housing. Check with the Building and Safety Department for duplex opportunities. TO ALL AGENTS, must have a PEAD to enter property.This is Zone R-2   Don't be Shy Bring me a offer!"
Los Angeles,Los Angeles County,CA,CONDO,685000,"Beautiful and bright top floor corner unit with its own private 2 car garage! This exceptional condo features two bedrooms and one completely remodeled full bathroom plus in-unit washer/dryer in a separate laundry area with storage.  The perfect layout maximizes the space and gives you a work-from-home area in addition to the well-sized bedrooms. Gorgeous new flooring throughout, new paint, air conditioning and so much more await you in this move-in ready gem. Brew your morning coffee in the remodeled kitchen with stainless steel appliances and quartz counters. The private garage has plenty of storage for all your bikes, surfboards and toys.  Set back from the street, the recently updated small building with only 6 units is pet friendly and in a wonderful Mar Visa pocket. Close to Manana Coffee and great restaurants like Lodge Bread, Hatchet Hall and Little Fatty, with easy access to the bike path. Minutes to Venice, Culver City, Playa Vista, the beach, freeways, and LAX."
Van Nuys,Los Angeles County,CA,SINGLE_FAMILY,686000,Investors. Developers. Flippers. Cash buyers. Come one come all. Pictures speak for themselves. Make sure to check out the large lot and detached garage for possible development opportunity. No AC. Floor heating.
Northridge,Los Angeles County,CA,SINGLE_FAMILY,700000,"This excellent family home is located in a lovely Northridge neighborhood, features include... charming exterior appeal, an enlarged living room with a floor to ceiling brick fireplace and an adjoining dining area. You will love the absolutely fabulous ""high end"" remodeled kitchen which has beautiful custom cabinets with roll-out pan and pantry drawers, quartz counters, a service area buffet, a single sink, custom lighting, and much more. The home has central refrigeration and heating, good sized bedrooms, and a spacious bathroom which has a separate tub and shower. Outside you will find a large back porch that opens to a wonderful backyard which has fruit trees and mature landscaping. A little interior updating will make this home a showplace! Hurry, this one won't last long at this price!!!"
Sun Valley,Los Angeles County,CA,SINGLE_FAMILY,700000,"13121 Community St, Sun Valley, CA 91352 is a single family home that contains 1,228 sq ft and was built in 1955. It contains 3 bedrooms and 2 bathrooms. This home last sold for $700,000 in October 2021. 
 
The Zestimate for this house is $735,900. The Rent Zestimate for this home is $3,249/mo. "
Harbor City,Los Angeles County,CA,SINGLE_FAMILY,706000,"2 Story detached townhouse in a gated community of ""Shadowbrook Estates"".   Features 3 bedrooms, 2 and 1/2 bath, attached 2 car garage with driveways for additional 2 car parking and cozy back yard.  Spacious living room with fireplace has a laminated wood floor.  Kitchen is upgraded with granite counter top, tons of cabinets, recessed lightings and tile floor.   Cozy and private backyard is easily accessible from dining area.  3 bedrooms are on upstairs.  Spacious master bedroom has a walk in closet and full bathroom.   Sizable 2nd bedroom and 3rd  bedroom.  Separate laundry room is conveniently located on the 2nd floor.  Monthly HOA is $250.  It covers water and outside landscaping(not trash) .   Good chance for buy and rent. Monthly rent is expected about $3000 - $3100."
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,695000,"If you are at all familiar with this Sylmar neighborhood then you’ll immediately recognize what an opportunity this value priced Cinderella Home is, and with its “Great Bones” it is the perfect candidate for a value increasing make-over.  Here are just a few of its many fine features: Groomed shrubbery, miniature palm tree, and extensive masonry enhance its curb appeal. You’ll step into a flowing 1,533 square foot open concept floor plan with hardwood flooring throughout. The spacious living room flows seamlessly with the step-down family room with its vaulted wood beamed ceiling, wall-to-wall brick fireplace with raised hearth, and direct patio access. The family’s cook is going to appreciate the large kitchen’s abundant cabinets, tile counters with full backsplash, durable dual basin stainless steel sink, breakfast alcove, and easy-care tile flooring, 3 spacious bedrooms and 2 full bathrooms. Functionally located laundry area with ample storage. Central heat & air for year-round comfort. You’re going to enjoy the backyard’s huge, covered entertainer’s patio, gigantic open patio, side lawn, tiered planters, and fenced dog run. Plenty of secure off-street parking on the oversized concrete driveway and in the 2-car direct access garage. All of this sits on a large 7,540 square foot corner lot that is within walking distance of Carey Ranch Park and Osceola Street Elementary School, and minutes away from grocery stores, restaurants, shopping, and major freeways. So here is your chance to roll up your sleeves and invest in a little sweat equity and turn this “Diamond-In-The-Rough” into your personal gem"
Studio City,Los Angeles County,CA,CONDO,705000,"Bright and cheerful 2 bedroom 2 bathroom condo in a French inspired building, just a stone's throw from the best farmer's market, shops, restaurants and entertainment in Studio City! An open-concept living room and dining area look out to a private covered balcony.  A gas fireplace with fountain provides a relaxing and tranquil setting for entertaining family and friends. The remodeled kitchen is as spacious as it is beautiful and offers a breakfast bar, stainless steel appliances, plenty of cabinets for storage and all the counterspace a culinary virtuoso could crave.  The primary bedroom is a comfortable private retreat, boasting an expansive walk-in custom closet and beautifully appointed remodeled bathroom with chic finishes and soaking tub. A second bedroom with walk-in closet and a remodeled three-quarter bathroom round out the desirable floor plan. Additional amenities include: full size stackable in-unit washer and dryer, newer air and heating unit, shared storage space, 2 tandem parking spaces in a gated garage, association saltwater pool with solar heater. Located in close proximity to award winning Studio City schools and easy access to Hollywood and downtown Los Angeles. *HOA dues are $450/month and include earthquake insurance, water, building and common area maintenance, sewer and garbage *Complex is not FHA approved"
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,690000,"Small home located in prime location in an area of much more expensive homes. Property being sold in its present As Is condition for cash no contingencies.  This is a fixer or tear down and subject to Probate Court Approval. To buy this property you will make a cash Bid in front of the Judge August 12, 2021, 8:30 AM."
Winnetka,Los Angeles County,CA,CONDO,700000,"SOLD before processing! Located in a desirable community of Winnetka, this home is super energy efficient. Cathedral ceilings, open great room with an amazing kitchen. All bedrooms upstairs with a master suite consist of shower and tub in the master bath and spacious closet. Tankless water heater and enclosed backyard."
Los Angeles,Los Angeles County,CA,CONDO,709000,"Fall in love with this large 2 bedroom, 2 bathroom townhome that features 1,354 sqft of open living space, spacious living room with cozy gas fireplace, dining room, and balconies with views of the city. Excellent floor plan with lots of large windows in the unit provides all rooms with an abundance of natural light. Washer and dryer in unit. There are two parking spaces in the secure garage and private storage. Close to restaurants, coffee shops, grocery stores, and has easy access to the freeway and public transit."
Los Angeles,Los Angeles County,CA,CONDO,700000,"One of the coolest loft spaces at the historic Biscuit Lofts can now be yours! Take advantage of the vast tax savings as a Mills Act approved property! Fantastic floorplan includes an elevated upper-bedroom mezzanine overlooking the unit. This provides extra room down below for a wide-open feeling and a space that feels larger than it is. The unit is complemented by charming original hardwood floors, a gorgeous updated kitchen with stainless steel cabinets/appliances and modern glass backsplash, soaring ceilings, and 3 large banks of windows that flood the unit with light. Also included is a completely seperated office space with a stunning original copper door that shines and sparkles, while allowing for silent privacy from the rest of the unit. The updated bathroom features an oversized soaking tub, glass bowl sink and wooden cabinetry to match the loads of closet space found throughout the unit. Laundry, and a security underground parking spot! Building features a 75-foot saline pool, BBQ's, Firepit, and 24 hour security."
